Created a socket
(1754955963.2580016) can0 0xa2#0000000000000000
(1754955963.2708862) can0 0xa2#0000000000000000
(1754955963.271089) can0 0x43#000000DDDC000000
(1754955963.2713416) can0 0x98#0000000000000000
(1754955963.2856593) can0 0x98#0000000000000000
(1754955963.285873) can0 0x43#000000BCD8000000
(1754955963.2861228) can0 0xa2#0000000000000000
(1754955963.3023565) can0 0xa2#0000000000000000
(1754955963.3025718) can0 0x43#0000001DD4000000
(1754955963.3028214) can0 0x98#0000000000000000
(1754955963.316242) can0 0x43#000000E4CF000000
(1754955963.3167195) can0 0xa2#0000000000000000
(1754955963.316973) can0 0x98#0000000000000000
(1754955963.3172312) can0 0x290#0000005500000000
(1754955963.3314455) can0 0xa2#0000000000000000
(1754955963.3316305) can0 0x43#000000E0CA000000
(1754955963.3318827) can0 0x98#0000000000000000
(1754955963.3468869) can0 0x43#000000FFC5000000
(1754955963.3471038) can0 0x98#0000000000000000
(1754955963.347347) can0 0xa2#0000000000000000
(1754955963.3620505) can0 0xa2#0000000000000000
(1754955963.362268) can0 0x98#0000000000000000
(1754955963.3636713) can0 0x43#000000F6C0000000
(1754955963.3788538) can0 0xa2#0000000000000000
(1754955963.3790617) can0 0x43#000000C8BB000000
(1754955963.379312) can0 0x98#0000000000000000
(1754955963.3934374) can0 0xa2#0000000000000000
(1754955963.3936508) can0 0x98#0000000000000000
(1754955963.393896) can0 0x43#0000001BB6000000
(1754955963.407665) can0 0x43#00000006B1000000
(1754955963.4078832) can0 0x98#0000000000000000
(1754955963.4081278) can0 0xa2#0000000000000000
(1754955963.4227633) can0 0x43#00000019AB000000
(1754955963.4229743) can0 0x98#0000000000000000
(1754955963.4232228) can0 0xa2#0000000000000000
(1754955963.423472) can0 0x290#0000005500000000
(1754955963.4385118) can0 0x98#0000000000000000
(1754955963.4387214) can0 0x43#00000010A5000000
(1754955963.438965) can0 0xa2#0000000000000000
(1754955963.4529345) can0 0xa2#0000000000000000
(1754955963.4531453) can0 0x43#000000B39F000000
(1754955963.453397) can0 0x98#0000000000000000
(1754955963.4680407) can0 0x98#0000000000000000
(1754955963.4682505) can0 0x43#000000E399000000
(1754955963.4684997) can0 0xa2#0000000000000000
(1754955963.4838736) can0 0x43#0000000394000000
(1754955963.4840887) can0 0x98#0000000000000000
(1754955963.4843347) can0 0xa2#0000000000000000
(1754955963.4981492) can0 0x98#0000000000000000
(1754955963.4983654) can0 0x43#000000188E000000
(1754955963.4986079) can0 0xa2#0000000000000000
(1754955963.5136797) can0 0x43#000000BD87000000
(1754955963.5138974) can0 0x98#0000000000000000
(1754955963.5141406) can0 0xa2#0000000000000000
(1754955963.5285363) can0 0x98#0000000000000000
(1754955963.5287476) can0 0x43#000000C481000000
(1754955963.5289893) can0 0xa2#0000000000000000
(1754955963.529247) can0 0x290#0000005500000000
(1754955963.544327) can0 0x43#000000C87B000000
(1754955963.5445354) can0 0xa2#0000000000000000
(1754955963.5452094) can0 0x98#0000000000000000
(1754955963.5598671) can0 0x43#000000CF75000000
(1754955963.5600836) can0 0x98#0000000000000000
(1754955963.5603266) can0 0xa2#0000000000000000
(1754955963.5751638) can0 0xa2#0000000000000000
(1754955963.5753708) can0 0x43#000000756F000000
(1754955963.5756223) can0 0x98#0000000000000000
(1754955963.5892532) can0 0x43#000000EE69000000
(1754955963.589464) can0 0x98#0000000000000000
(1754955963.5897112) can0 0xa2#0000000000000000
(1754955963.6046147) can0 0x43#0000000F64000000
(1754955963.6048346) can0 0x98#0000000000000000
(1754955963.6050785) can0 0xa2#0000000000000000
(1754955963.6194174) can0 0x43#0000003E5E000000
(1754955963.6196315) can0 0x98#0000000000000000
(1754955963.6198802) can0 0xa2#0000000000000000
(1754955963.635315) can0 0x43#0000001F58000000
(1754955963.635524) can0 0xa2#0000000000000000
(1754955963.635774) can0 0x98#0000000000000000
(1754955963.636026) can0 0x290#0000005500000000
(1754955963.6509988) can0 0x98#0000000000000000
(1754955963.6512048) can0 0x43#0000001952000000
(1754955963.6514513) can0 0xa2#0000000000000000
(1754955963.6658788) can0 0x43#0000008D4C000000
(1754955963.6660895) can0 0x98#0000000000000000
(1754955963.666336) can0 0xa2#0000000000000000
(1754955963.6811526) can0 0xa2#0000000000000000
(1754955963.681366) can0 0x43#0000001E47000000
(1754955963.6816115) can0 0x98#0000000000000000
(1754955963.69605) can0 0xa2#0000000000000000
(1754955963.6970103) can0 0x98#0000000000000000
(1754955963.6972203) can0 0x43#000000CF41000000
(1754955963.7114294) can0 0xa2#0000000000000000
(1754955963.7116356) can0 0x43#000000A33C000000
(1754955963.711887) can0 0x98#0000000000000000
(1754955963.7268221) can0 0xa2#0000000000000000
(1754955963.7270303) can0 0x43#0000004837000000
(1754955963.727279) can0 0x98#0000000000000000
(1754955963.741745) can0 0x43#000000BE32000000
(1754955963.7422287) can0 0x98#0000000000000000
(1754955963.7446039) can0 0xa2#0000000000000000
(1754955963.7448232) can0 0x290#0000005500000000
(1754955963.7581005) can0 0x98#0000000000000000
(1754955963.758308) can0 0x43#0000006E2D000000
(1754955963.7585533) can0 0xa2#0000000000000000
(1754955963.7722077) can0 0x43#0000003B29000000
(1754955963.7724242) can0 0xa2#0000000000000000
(1754955963.7739534) can0 0x98#0000000000000000
(1754955963.786703) can0 0xa2#0000000000000000
(1754955963.7869127) can0 0x43#000000EA24000000
(1754955963.78716) can0 0x98#0000000000000000
(1754955963.8025625) can0 0xa2#0000000000000000
(1754955963.8027802) can0 0x43#0000008820000000
(1754955963.8030283) can0 0x98#0000000000000000
(1754955963.8183677) can0 0x43#000000A41C000000
(1754955963.8185859) can0 0x98#0000000000000000
(1754955963.818837) can0 0xa2#0000000000000000
(1754955963.833936) can0 0x98#0000000000000000
(1754955963.8341486) can0 0x43#000000F718000000
(1754955963.8343937) can0 0xa2#0000000000000000
(1754955963.8482807) can0 0x98#0000000000000000
(1754955963.8485847) can0 0x43#0000008415000000
(1754955963.8488991) can0 0xa2#0000000000000000
(1754955963.849151) can0 0x290#0000005500000000
(1754955963.8633235) can0 0x98#0000000000000000
(1754955963.8635201) can0 0x43#0000004D12000000
(1754955963.8637674) can0 0xa2#0000000000000000
(1754955963.8786082) can0 0xa2#0000000000000000
(1754955963.8798614) can0 0x98#0000000000000000
(1754955963.8801756) can0 0x43#000000240F000000
(1754955963.893162) can0 0xa2#0000000000000000
(1754955963.8933904) can0 0x43#0000009B0C000000
(1754955963.893644) can0 0x98#0000000000000000
(1754955963.9090967) can0 0xa2#0000000000000000
(1754955963.909306) can0 0x43#000000FA09000000
(1754955963.909588) can0 0x98#0000000000000000
(1754955963.9274187) can0 0x43#000000EC07000000
(1754955963.9276342) can0 0x98#0000000000000000
(1754955963.92788) can0 0xa2#0000000000000000
(1754955963.9389338) can0 0xa2#0000000000000000
(1754955963.93914) can0 0x43#000000DB05000000
(1754955963.9393902) can0 0x98#0000000000000000
(1754955963.954426) can0 0x98#0000000000000000
(1754955963.954594) can0 0x43#0000003104000000
(1754955963.9548657) can0 0xa2#0000000000000000
(1754955963.9550962) can0 0x290#0000005500000000
(1754955963.969395) can0 0xa2#0000000000000000
(1754955963.969623) can0 0x98#0000000000000000
(1754955963.9698627) can0 0x43#000000CE02000000
(1754955963.98421) can0 0xa2#0000000000000000
(1754955963.9844208) can0 0x43#000000B101000000
(1754955963.9846797) can0 0x98#0000000000000000
(1754955963.9997234) can0 0xa2#0000000000000000
(1754955963.9999297) can0 0x43#000000DB00000000
(1754955964.0017035) can0 0x98#0000000000000000
(1754955964.0148952) can0 0x43#0000004700000000
(1754955964.0151086) can0 0x98#0000000000000000
(1754955964.0153496) can0 0xa2#0000000000000000
(1754955964.0304806) can0 0xa2#0000000000000000
(1754955964.0306907) can0 0x43#0000000500000000
(1754955964.0309396) can0 0x98#0000000000000000
(1754955964.045327) can0 0xa2#0000000000000000
(1754955964.0455565) can0 0x43#0000000C00000000
(1754955964.0463126) can0 0x98#0000000000000000
(1754955964.0604494) can0 0x43#0000005B00000000
(1754955964.060664) can0 0xa2#0000000000000000
(1754955964.0609114) can0 0x290#0000005500000000
(1754955964.0615933) can0 0x98#0000000000000000
(1754955964.0760052) can0 0xa2#0000000000000000
(1754955964.0762744) can0 0x98#0000000000000000
(1754955964.0778296) can0 0x43#000000FF00000000
(1754955964.0900447) can0 0xa2#0000000000000000
(1754955964.0902498) can0 0x43#000000D101000000
(1754955964.090503) can0 0x98#0000000000000000
(1754955964.1054218) can0 0xa2#0000000000000000
(1754955964.1056309) can0 0x43#000000F702000000
(1754955964.1058817) can0 0x98#0000000000000000
(1754955964.1212587) can0 0xa2#0000000000000000
(1754955964.1214685) can0 0x43#0000007E04000000
(1754955964.1217217) can0 0x98#0000000000000000
(1754955964.1371288) can0 0x98#0000000000000000
(1754955964.1373346) can0 0x43#0000003406000000
(1754955964.1375835) can0 0xa2#0000000000000000
(1754955964.1523461) can0 0x98#0000000000000000
(1754955964.1525564) can0 0x43#0000005408000000
(1754955964.1528015) can0 0xa2#0000000000000000
(1754955964.166476) can0 0x43#0000006E0A000000
(1754955964.1666808) can0 0x98#0000000000000000
(1754955964.166925) can0 0xa2#0000000000000000
(1754955964.1671817) can0 0x290#0000005500000000
(1754955964.1820874) can0 0xa2#0000000000000000
(1754955964.1822941) can0 0x43#000000EF0C000000
(1754955964.182544) can0 0x98#0000000000000000
(1754955964.1964302) can0 0x43#000000B10F000000
(1754955964.1966362) can0 0x98#0000000000000000
(1754955964.1968822) can0 0xa2#0000000000000000
(1754955964.2111537) can0 0xa2#0000000000000000
(1754955964.211363) can0 0x98#0000000000000000
(1754955964.2116103) can0 0x43#000000B212000000
(1754955964.226709) can0 0x98#0000000000000000
(1754955964.2269108) can0 0x43#0000002A16000000
(1754955964.227158) can0 0xa2#0000000000000000
(1754955964.2431507) can0 0x98#0000000000000000
(1754955964.243352) can0 0x43#000000A819000000
(1754955964.2435994) can0 0xa2#0000000000000000
(1754955964.2576094) can0 0xa2#0000000000000000
(1754955964.2578204) can0 0x98#0000000000000000
(1754955964.258061) can0 0x43#000000A11D000000
(1754955964.271953) can0 0xa2#0000000000000000
(1754955964.2721756) can0 0x43#0000004F21000000
(1754955964.2724268) can0 0x98#0000000000000000
(1754955964.2726758) can0 0x290#0000005500000000
(1754955964.287635) can0 0x98#0000000000000000
(1754955964.2878468) can0 0x43#0000007325000000
(1754955964.288098) can0 0xa2#0000000000000000
(1754955964.302604) can0 0xa2#0000000000000000
(1754955964.3028185) can0 0x43#000000CA29000000
(1754955964.3030686) can0 0x98#0000000000000000
(1754955964.3179045) can0 0x43#000000A12E000000
(1754955964.3181255) can0 0x98#0000000000000000
(1754955964.3183753) can0 0xa2#0000000000000000
(1754955964.3327034) can0 0x98#0000000000000000
(1754955964.3329098) can0 0x43#0000005933000000
(1754955964.3331568) can0 0xa2#0000000000000000
(1754955964.3500824) can0 0x98#0000000000000000
(1754955964.3502882) can0 0x43#000000E837000000
(1754955964.3505356) can0 0xa2#0000000000000000
(1754955964.3633485) can0 0x43#000000A03D000000
(1754955964.363703) can0 0xa2#0000000000000000
(1754955964.3639576) can0 0x98#0000000000000000
(1754955964.378609) can0 0x98#0000000000000000
(1754955964.3797166) can0 0xa2#0000000000000000
(1754955964.3799438) can0 0x43#000000D342000000
(1754955964.380187) can0 0x290#0000005500000000
(1754955964.393846) can0 0xa2#0000000000000000
(1754955964.3940563) can0 0x43#000000CC47000000
(1754955964.394305) can0 0x98#0000000000000000
(1754955964.4095352) can0 0x43#0000009D4D000000
(1754955964.4097388) can0 0x98#0000000000000000
(1754955964.4099846) can0 0xa2#0000000000000000
(1754955964.424101) can0 0xa2#0000000000000000
(1754955964.4243057) can0 0x43#0000002E53000000
(1754955964.4245563) can0 0x98#0000000000000000
(1754955964.4389427) can0 0x43#000000D758000000
(1754955964.4391584) can0 0x98#0000000000000000
(1754955964.4394054) can0 0xa2#0000000000000000
(1754955964.455033) can0 0xa2#0000000000000000
(1754955964.455242) can0 0x43#000000F95E000000
(1754955964.4554958) can0 0x98#0000000000000000
(1754955964.4704652) can0 0x43#000000CC64000000
(1754955964.4706783) can0 0x98#0000000000000000
(1754955964.4709253) can0 0xa2#0000000000000000
(1754955964.4852035) can0 0x43#000000AD6A000000
(1754955964.4854121) can0 0x98#0000000000000000
(1754955964.4856586) can0 0xa2#0000000000000000
(1754955964.485903) can0 0x290#0000005500000000
(1754955964.4999914) can0 0x98#0000000000000000
(1754955964.5001957) can0 0x43#0000009A70000000
(1754955964.5004423) can0 0xa2#0000000000000000
(1754955964.5148675) can0 0xa2#0000000000000000
(1754955964.515073) can0 0x43#0000009076000000
(1754955964.5153234) can0 0x98#0000000000000000
(1754955964.530091) can0 0xa2#0000000000000000
(1754955964.5302846) can0 0x43#000000897C000000
(1754955964.5305364) can0 0x98#0000000000000000
(1754955964.545336) can0 0xa2#0000000000000000
(1754955964.5455694) can0 0x43#0000008582000000
(1754955964.5464835) can0 0x98#0000000000000000
(1754955964.5607972) can0 0x43#0000007E88000000
(1754955964.5609925) can0 0x98#0000000000000000
(1754955964.5612402) can0 0xa2#0000000000000000
(1754955964.5754738) can0 0x43#000000728E000000
(1754955964.575684) can0 0x98#0000000000000000
(1754955964.5759304) can0 0xa2#0000000000000000
(1754955964.592532) can0 0x43#0000005D94000000
(1754955964.5927408) can0 0x98#0000000000000000
(1754955964.592989) can0 0xa2#0000000000000000
(1754955964.593237) can0 0x290#0000005500000000
(1754955964.6059346) can0 0xa2#0000000000000000
(1754955964.606144) can0 0x43#000000A09A000000
(1754955964.6063886) can0 0x98#0000000000000000
(1754955964.6216447) can0 0x98#0000000000000000
(1754955964.6218374) can0 0x43#000000D1A0000000
(1754955964.6220846) can0 0xa2#0000000000000000
(1754955964.636918) can0 0xa2#0000000000000000
(1754955964.6371117) can0 0x43#0000008AA6000000
(1754955964.637396) can0 0x98#0000000000000000
(1754955964.6524959) can0 0x98#0000000000000000
(1754955964.6526952) can0 0x43#0000002EAC000000
(1754955964.652942) can0 0xa2#0000000000000000
(1754955964.6669362) can0 0x98#0000000000000000
(1754955964.6671197) can0 0xa2#0000000000000000
(1754955964.6676235) can0 0x43#000000B7B1000000
(1754955964.6823213) can0 0x43#00000024B7000000
(1754955964.6825264) can0 0x98#0000000000000000
(1754955964.682779) can0 0xa2#0000000000000000
(1754955964.6969213) can0 0x43#00000071BC000000
(1754955964.697128) can0 0x98#0000000000000000
(1754955964.6973753) can0 0xa2#0000000000000000
(1754955964.6976182) can0 0x290#0000005500000000
(1754955964.7128186) can0 0xa2#0000000000000000
(1754955964.7130346) can0 0x43#0000009BC1000000
(1754955964.7132788) can0 0x98#0000000000000000
(1754955964.7284448) can0 0xa2#0000000000000000
(1754955964.7286377) can0 0x43#00000047C7000000
(1754955964.7288873) can0 0x98#0000000000000000
(1754955964.7423306) can0 0x98#0000000000000000
(1754955964.7425385) can0 0x43#0000007ACB000000
(1754955964.7427852) can0 0xa2#0000000000000000
(1754955964.7589045) can0 0x98#0000000000000000
(1754955964.759087) can0 0x43#00000079D0000000
(1754955964.7593374) can0 0xa2#0000000000000000
(1754955964.7737067) can0 0x43#000000F7D4000000
(1754955964.773915) can0 0x98#0000000000000000
(1754955964.7741635) can0 0xa2#0000000000000000
(1754955964.789914) can0 0x43#0000008CD9000000
(1754955964.790116) can0 0x98#0000000000000000
(1754955964.7903647) can0 0xa2#0000000000000000
(1754955964.8041081) can0 0x98#0000000000000000
(1754955964.8043027) can0 0x43#000000A3DD000000
(1754955964.804552) can0 0xa2#0000000000000000
(1754955964.8048093) can0 0x290#0000005500000000
(1754955964.8193636) can0 0x43#00000084E1000000
(1754955964.8195758) can0 0x98#0000000000000000
(1754955964.8201427) can0 0xa2#0000000000000000
(1754955964.8344464) can0 0x43#0000002DE5000000
(1754955964.834652) can0 0x98#0000000000000000
(1754955964.8349028) can0 0xa2#0000000000000000
(1754955964.849799) can0 0x43#000000D4E8000000
(1754955964.8500001) can0 0xa2#0000000000000000
(1754955964.8502593) can0 0x98#0000000000000000
(1754955964.8646832) can0 0xa2#0000000000000000
(1754955964.8648846) can0 0x43#00000003EC000000
(1754955964.8651361) can0 0x98#0000000000000000
(1754955964.8823996) can0 0xa2#0000000000000000
(1754955964.882606) can0 0x43#00000053EF000000
(1754955964.8828545) can0 0x98#0000000000000000
(1754955964.8958108) can0 0x98#0000000000000000
(1754955964.8960125) can0 0x43#000000D0F1000000
(1754955964.8962567) can0 0xa2#0000000000000000
(1754955964.9120946) can0 0x98#0000000000000000
(1754955964.9122946) can0 0x43#0000003CF4000000
(1754955964.913431) can0 0xa2#0000000000000000
(1754955964.9136417) can0 0x290#0000005500000000
(1754955964.9270804) can0 0xa2#0000000000000000
(1754955964.9272864) can0 0x43#00000087F6000000
(1754955964.9275367) can0 0x98#0000000000000000
(1754955964.9436061) can0 0xa2#0000000000000000
(1754955964.9438062) can0 0x43#000000A2F8000000
(1754955964.9440594) can0 0x98#0000000000000000
(1754955964.958202) can0 0xa2#0000000000000000
(1754955964.9584084) can0 0x43#0000001BFA000000
(1754955964.9586573) can0 0x98#0000000000000000
(1754955964.9734085) can0 0x98#0000000000000000
(1754955964.9736118) can0 0x43#0000006CFB000000
(1754955964.9738533) can0 0xa2#0000000000000000
(1754955964.9886286) can0 0x98#0000000000000000
(1754955964.9888306) can0 0x43#00000076FC000000
(1754955964.9890807) can0 0xa2#0000000000000000
(1754955965.00389) can0 0xa2#0000000000000000
(1754955965.0041063) can0 0x43#00000043FD000000
(1754955965.0043504) can0 0x98#0000000000000000
(1754955965.0177286) can0 0xa2#0000000000000000
(1754955965.0179381) can0 0x43#000000B3FD000000
(1754955965.0181866) can0 0x98#0000000000000000
(1754955965.018432) can0 0x290#0000005500000000
