Created a socket
(1754487132.0103233) can0 0x286#0000000F00000000
(1754487132.0105588) can0 0x290#0000005500000000
(1754487132.0254135) can0 0x98#0000000000000000
(1754487132.0256188) can0 0x43#0000001300000000
(1754487132.0258706) can0 0xa2#0000000000000000
(1754487132.0416882) can0 0x98#0000000000000000
(1754487132.041892) can0 0x43#0000000300000000
(1754487132.0421407) can0 0xa2#0000000000000000
(1754487132.056468) can0 0x98#0000000000000000
(1754487132.056688) can0 0x43#0000003F00000000
(1754487132.0569205) can0 0xa2#0000000000000000
(1754487132.0713167) can0 0x98#0000000000000000
(1754487132.0715349) can0 0x43#000000C300000000
(1754487132.0717864) can0 0xa2#0000000000000000
(1754487132.0866256) can0 0x98#0000000000000000
(1754487132.0868359) can0 0x43#0000009F01000000
(1754487132.0870728) can0 0xa2#0000000000000000
(1754487132.104176) can0 0x43#000000B702000000
(1754487132.1043906) can0 0x98#0000000000000000
(1754487132.1046505) can0 0xa2#0000000000000000
(1754487132.1170335) can0 0x43#0000001504000000
(1754487132.1172574) can0 0x98#0000000000000000
(1754487132.1175065) can0 0xa2#0000000000000000
(1754487132.11776) can0 0x286#0000000F00000000
(1754487132.1179984) can0 0x290#0000005500000000
(1754487132.1316292) can0 0xa2#0000000000000000
(1754487132.131844) can0 0x43#000000B905000000
(1754487132.132103) can0 0x98#0000000000000000
(1754487132.1469948) can0 0x43#000000A207000000
(1754487132.14722) can0 0x98#0000000000000000
(1754487132.147469) can0 0xa2#0000000000000000
(1754487132.1619906) can0 0xa2#0000000000000000
(1754487132.162198) can0 0x43#000000CF09000000
(1754487132.1624584) can0 0x98#0000000000000000
(1754487132.1770604) can0 0x98#0000000000000000
(1754487132.177291) can0 0x43#0000003E0C000000
(1754487132.1775386) can0 0xa2#0000000000000000
(1754487132.1919942) can0 0x43#000000EF0E000000
(1754487132.1922212) can0 0x98#0000000000000000
(1754487132.192472) can0 0xa2#0000000000000000
(1754487132.2066617) can0 0x98#0000000000000000
(1754487132.2068777) can0 0x43#000000DF11000000
(1754487132.2071304) can0 0xa2#0000000000000000
(1754487132.2215872) can0 0x43#0000000E15000000
(1754487132.2218063) can0 0x98#0000000000000000
(1754487132.2220693) can0 0xa2#0000000000000000
(1754487132.2223096) can0 0x286#0000000F00000000
(1754487132.2225547) can0 0x290#0000005500000000
(1754487132.236676) can0 0xa2#0000000000000000
(1754487132.2368877) can0 0x43#0000007818000000
(1754487132.2371447) can0 0x98#0000000000000000
(1754487132.2519817) can0 0x43#0000001D1C000000
(1754487132.2522035) can0 0x98#0000000000000000
(1754487132.2524488) can0 0xa2#0000000000000000
(1754487132.267435) can0 0xa2#0000000000000000
(1754487132.2676544) can0 0x43#0000003E20000000
(1754487132.2679117) can0 0x98#0000000000000000
(1754487132.2828658) can0 0x43#0000005424000000
(1754487132.2830834) can0 0x98#0000000000000000
(1754487132.2833393) can0 0xa2#0000000000000000
(1754487132.2977574) can0 0x43#0000009E28000000
(1754487132.2979796) can0 0x98#0000000000000000
(1754487132.2982302) can0 0xa2#0000000000000000
(1754487132.3142245) can0 0xa2#0000000000000000
(1754487132.31444) can0 0x43#000000672D000000
(1754487132.3152235) can0 0x98#0000000000000000
(1754487132.3284917) can0 0x98#0000000000000000
(1754487132.3286967) can0 0x43#0000001432000000
(1754487132.328952) can0 0xa2#0000000000000000
(1754487132.3292177) can0 0x286#0000000F00000000
(1754487132.3294413) can0 0x290#0000005500000000
(1754487132.3438652) can0 0x43#000000EC36000000
(1754487132.3440945) can0 0x98#0000000000000000
(1754487132.3443491) can0 0xa2#0000000000000000
(1754487132.3591454) can0 0x43#000000ED3B000000
(1754487132.3593638) can0 0x98#0000000000000000
(1754487132.3596203) can0 0xa2#0000000000000000
(1754487132.3764482) can0 0x43#0000006E41000000
(1754487132.3766775) can0 0x98#0000000000000000
(1754487132.3769267) can0 0xa2#0000000000000000
(1754487132.3903735) can0 0x43#000000BA46000000
(1754487132.3905904) can0 0x98#0000000000000000
(1754487132.3908384) can0 0xa2#0000000000000000
(1754487132.405257) can0 0xa2#0000000000000000
(1754487132.4054716) can0 0x43#000000844C000000
(1754487132.4057298) can0 0x98#0000000000000000
(1754487132.4204288) can0 0x43#0000001052000000
(1754487132.4206612) can0 0x98#0000000000000000
(1754487132.4209015) can0 0xa2#0000000000000000
(1754487132.4363165) can0 0x98#0000000000000000
(1754487132.43655) can0 0x43#0000001658000000
(1754487132.4367783) can0 0xa2#0000000000000000
(1754487132.43704) can0 0x286#0000000F00000000
(1754487132.4372694) can0 0x290#0000005500000000
(1754487132.4510696) can0 0xa2#0000000000000000
(1754487132.4512734) can0 0x43#000000705D000000
(1754487132.4515333) can0 0x98#0000000000000000
(1754487132.4684224) can0 0x98#0000000000000000
(1754487132.4686372) can0 0x43#000000A263000000
(1754487132.4688852) can0 0xa2#0000000000000000
(1754487132.4822633) can0 0x43#0000008069000000
(1754487132.4824846) can0 0x98#0000000000000000
(1754487132.4827375) can0 0xa2#0000000000000000
(1754487132.4973564) can0 0xa2#0000000000000000
(1754487132.4975746) can0 0x43#0000006B6F000000
(1754487132.4978244) can0 0x98#0000000000000000
(1754487132.5120263) can0 0x43#0000005F75000000
(1754487132.5122502) can0 0x98#0000000000000000
(1754487132.5124967) can0 0xa2#0000000000000000
(1754487132.5291793) can0 0x43#000000597B000000
(1754487132.5294104) can0 0x98#0000000000000000
(1754487132.5296466) can0 0xa2#0000000000000000
(1754487132.542072) can0 0xa2#0000000000000000
(1754487132.5422897) can0 0x43#0000005481000000
(1754487132.5425372) can0 0x290#0000005500000000
(1754487132.543399) can0 0x98#0000000000000000
(1754487132.5436084) can0 0x286#0000000F00000000
(1754487132.5570242) can0 0x98#0000000000000000
(1754487132.5572367) can0 0x43#0000004E87000000
(1754487132.5574782) can0 0xa2#0000000000000000
(1754487132.5724616) can0 0x98#0000000000000000
(1754487132.5726693) can0 0x43#000000A98D000000
(1754487132.5729232) can0 0xa2#0000000000000000
(1754487132.5883927) can0 0x98#0000000000000000
(1754487132.588625) can0 0x43#000000FA93000000
(1754487132.5888622) can0 0xa2#0000000000000000
(1754487132.6043556) can0 0x98#0000000000000000
(1754487132.604582) can0 0x43#0000003E9A000000
(1754487132.6048172) can0 0xa2#0000000000000000
(1754487132.619977) can0 0x43#0000000DA0000000
(1754487132.6201937) can0 0x98#0000000000000000
(1754487132.6204548) can0 0xa2#0000000000000000
(1754487132.635627) can0 0x43#000000CAA5000000
(1754487132.6358457) can0 0x98#0000000000000000
(1754487132.6360936) can0 0xa2#0000000000000000
(1754487132.6501799) can0 0x98#0000000000000000
(1754487132.650405) can0 0x43#00000070AB000000
(1754487132.6506336) can0 0xa2#0000000000000000
(1754487132.650886) can0 0x286#0000000F00000000
(1754487132.6511636) can0 0x290#0000005500000000
(1754487132.665512) can0 0xa2#0000000000000000
(1754487132.6656911) can0 0x43#0000005BB1000000
(1754487132.6659467) can0 0x98#0000000000000000
(1754487132.6810517) can0 0x43#000000CAB6000000
(1754487132.6812427) can0 0x98#0000000000000000
(1754487132.6814854) can0 0xa2#0000000000000000
(1754487132.6963067) can0 0x43#00000019BC000000
(1754487132.6964848) can0 0x98#0000000000000000
(1754487132.6967351) can0 0xa2#0000000000000000
(1754487132.7119775) can0 0x98#0000000000000000
(1754487132.7147124) can0 0xa2#0000000000000000
(1754487132.7149332) can0 0x43#0000009CC1000000
(1754487132.7272975) can0 0x43#000000A0C6000000
(1754487132.7275054) can0 0x98#0000000000000000
(1754487132.7277718) can0 0xa2#0000000000000000
(1754487132.7420805) can0 0x98#0000000000000000
(1754487132.7423136) can0 0xa2#0000000000000000
(1754487132.7425544) can0 0x43#0000007BCB000000
(1754487132.7570965) can0 0xa2#0000000000000000
(1754487132.7572894) can0 0x43#0000002BD0000000
(1754487132.7575116) can0 0x98#0000000000000000
(1754487132.7577574) can0 0x286#0000000F00000000
(1754487132.7579942) can0 0x290#0000005500000000
(1754487132.772358) can0 0x43#000000ADD4000000
(1754487132.7726276) can0 0x98#0000000000000000
(1754487132.7728167) can0 0xa2#0000000000000000
(1754487132.7873714) can0 0xa2#0000000000000000
(1754487132.7875805) can0 0x43#000000FED8000000
(1754487132.7878335) can0 0x98#0000000000000000
(1754487132.8028574) can0 0x43#00000060DD000000
(1754487132.8030703) can0 0x98#0000000000000000
(1754487132.8033202) can0 0xa2#0000000000000000
(1754487132.8198903) can0 0x43#00000044E1000000
(1754487132.8200812) can0 0x98#0000000000000000
(1754487132.8203318) can0 0xa2#0000000000000000
(1754487132.8331168) can0 0xa2#0000000000000000
(1754487132.8333116) can0 0x43#0000002EE5000000
(1754487132.833566) can0 0x98#0000000000000000
(1754487132.84856) can0 0x43#0000009CE8000000
(1754487132.848692) can0 0x98#0000000000000000
(1754487132.848992) can0 0xa2#0000000000000000
(1754487132.8674498) can0 0x43#000000CFEB000000
(1754487132.8676634) can0 0x98#0000000000000000
(1754487132.8679268) can0 0xa2#0000000000000000
(1754487132.868154) can0 0x286#0000000F00000000
(1754487132.8684382) can0 0x290#0000005500000000
(1754487132.8793128) can0 0xa2#0000000000000000
(1754487132.8795161) can0 0x43#000000F4EE000000
(1754487132.8797655) can0 0x98#0000000000000000
(1754487132.8943677) can0 0x43#000000A5F1000000
(1754487132.8945854) can0 0x98#0000000000000000
(1754487132.894833) can0 0xa2#0000000000000000
(1754487132.91034) can0 0x98#0000000000000000
(1754487132.910542) can0 0x43#0000003CF4000000
(1754487132.9108496) can0 0xa2#0000000000000000
(1754487132.9256842) can0 0xa2#0000000000000000
(1754487132.9258945) can0 0x43#00000065F6000000
(1754487132.9261558) can0 0x98#0000000000000000
(1754487132.940848) can0 0x43#0000004AF8000000
(1754487132.9410565) can0 0x98#0000000000000000
(1754487132.9413185) can0 0xa2#0000000000000000
(1754487132.956514) can0 0x43#00000003FA000000
(1754487132.9567335) can0 0x98#0000000000000000
(1754487132.9569807) can0 0xa2#0000000000000000
(1754487132.9722939) can0 0x98#0000000000000000
(1754487132.9725125) can0 0x43#00000058FB000000
(1754487132.972758) can0 0xa2#0000000000000000
(1754487132.9730058) can0 0x286#0000000F00000000
(1754487132.9732487) can0 0x290#0000005500000000
(1754487132.9880066) can0 0x43#00000076FC000000
(1754487132.9882174) can0 0xa2#0000000000000000
(1754487132.988479) can0 0x98#0000000000000000
(1754487133.0027087) can0 0x43#00000039FD000000
(1754487133.0029228) can0 0x98#0000000000000000
(1754487133.0031776) can0 0xa2#0000000000000000
(1754487133.0176752) can0 0x43#000000B3FD000000
(1754487133.0178938) can0 0x98#0000000000000000
(1754487133.0181384) can0 0xa2#0000000000000000
(1754487133.032603) can0 0x98#0000000000000000
(1754487133.0328345) can0 0xa2#0000000000000000
(1754487133.0330725) can0 0x43#000000E6FD000000
(1754487133.047812) can0 0xa2#0000000000000000
(1754487133.0480146) can0 0x43#000000D1FD000000
(1754487133.048267) can0 0x98#0000000000000000
(1754487133.0635457) can0 0xa2#0000000000000000
(1754487133.063751) can0 0x43#00000073FD000000
(1754487133.0640004) can0 0x98#0000000000000000
(1754487133.0788233) can0 0x43#000000C0FC000000
(1754487133.0790336) can0 0x98#0000000000000000
(1754487133.0792797) can0 0xa2#0000000000000000
(1754487133.0795326) can0 0x286#0000000F00000000
(1754487133.079771) can0 0x290#0000005500000000
(1754487133.09415) can0 0x43#000000CEFB000000
(1754487133.0943623) can0 0x98#0000000000000000
(1754487133.0946138) can0 0xa2#0000000000000000
(1754487133.1095533) can0 0x98#0000000000000000
(1754487133.1097572) can0 0x43#00000095FA000000
(1754487133.1100118) can0 0xa2#0000000000000000
(1754487133.1243072) can0 0x43#00000017F9000000
(1754487133.1245153) can0 0x98#0000000000000000
(1754487133.1247776) can0 0xa2#0000000000000000
(1754487133.1397376) can0 0x43#00000031F7000000
(1754487133.1399615) can0 0x98#0000000000000000
(1754487133.1402023) can0 0xa2#0000000000000000
(1754487133.1560817) can0 0x98#0000000000000000
(1754487133.15629) can0 0x43#000000FFF4000000
(1754487133.1565964) can0 0xa2#0000000000000000
(1754487133.1715233) can0 0x98#0000000000000000
(1754487133.1717403) can0 0x43#000000AAF2000000
(1754487133.171982) can0 0xa2#0000000000000000
(1754487133.1899853) can0 0x43#00000013F0000000
(1754487133.190203) can0 0x98#0000000000000000
(1754487133.190447) can0 0xa2#0000000000000000
(1754487133.1906972) can0 0x286#0000000F00000000
(1754487133.190939) can0 0x290#0000005500000000
(1754487133.2011595) can0 0x98#0000000000000000
(1754487133.2013674) can0 0xa2#0000000000000000
(1754487133.2030022) can0 0x43#0000003CED000000
(1754487133.2163084) can0 0xa2#0000000000000000
(1754487133.2165432) can0 0x43#00000026EA000000
(1754487133.21677) can0 0x98#0000000000000000
(1754487133.2330713) can0 0x98#0000000000000000
(1754487133.2332823) can0 0x43#00000099E6000000
(1754487133.233532) can0 0xa2#0000000000000000
(1754487133.246876) can0 0x98#0000000000000000
(1754487133.2470925) can0 0x43#00000007E3000000
(1754487133.24734) can0 0xa2#0000000000000000
(1754487133.2617645) can0 0x43#0000003DDF000000
(1754487133.2619822) can0 0x98#0000000000000000
(1754487133.2622287) can0 0xa2#0000000000000000
(1754487133.2766235) can0 0xa2#0000000000000000
(1754487133.276788) can0 0x43#0000003CDB000000
(1754487133.2770412) can0 0x98#0000000000000000
(1754487133.291962) can0 0xa2#0000000000000000
(1754487133.29216) can0 0x43#00000006D7000000
(1754487133.2924118) can0 0x98#0000000000000000
(1754487133.2926579) can0 0x286#0000000F00000000
(1754487133.2929163) can0 0x290#0000005500000000
(1754487133.3070562) can0 0x98#0000000000000000
(1754487133.3072665) can0 0x43#0000009ED2000000
(1754487133.3075097) can0 0xa2#0000000000000000
(1754487133.322738) can0 0x98#0000000000000000
(1754487133.322926) can0 0x43#000000B7CD000000
(1754487133.3231757) can0 0xa2#0000000000000000
(1754487133.3384774) can0 0x98#0000000000000000
(1754487133.3386815) can0 0x43#000000F0C8000000
(1754487133.3389277) can0 0xa2#0000000000000000
(1754487133.3531785) can0 0xa2#0000000000000000
(1754487133.3533947) can0 0x43#000000FFC3000000
(1754487133.353644) can0 0x98#0000000000000000
(1754487133.3680437) can0 0x43#000000E7BE000000
(1754487133.3682587) can0 0x98#0000000000000000
(1754487133.3685038) can0 0xa2#0000000000000000
(1754487133.3832161) can0 0x98#0000000000000000
(1754487133.3834245) can0 0x43#000000AAB9000000
(1754487133.3836732) can0 0xa2#0000000000000000
(1754487133.3978899) can0 0x98#0000000000000000
(1754487133.39809) can0 0x43#0000004CB4000000
(1754487133.3983378) can0 0xa2#0000000000000000
(1754487133.3985994) can0 0x286#0000000F00000000
(1754487133.3988447) can0 0x290#0000005500000000
(1754487133.412854) can0 0x43#000000D0AE000000
(1754487133.413065) can0 0x98#0000000000000000
(1754487133.41331) can0 0xa2#0000000000000000
(1754487133.4277759) can0 0x43#00000038A9000000
(1754487133.4280152) can0 0x98#0000000000000000
(1754487133.428238) can0 0xa2#0000000000000000
(1754487133.4428651) can0 0xa2#0000000000000000
(1754487133.4430575) can0 0x43#00000088A3000000
(1754487133.4433136) can0 0x98#0000000000000000
(1754487133.4578712) can0 0x98#0000000000000000
(1754487133.4580767) can0 0x43#000000C49D000000
(1754487133.4583263) can0 0xa2#0000000000000000
(1754487133.4731765) can0 0x98#0000000000000000
(1754487133.4733846) can0 0x43#000000EE97000000
(1754487133.473627) can0 0xa2#0000000000000000
(1754487133.4881477) can0 0x98#0000000000000000
(1754487133.4883437) can0 0x43#0000000A92000000
(1754487133.4886215) can0 0xa2#0000000000000000
(1754487133.504435) can0 0xa2#0000000000000000
(1754487133.5046468) can0 0x43#000000B58B000000
(1754487133.5049002) can0 0x98#0000000000000000
(1754487133.5051472) can0 0x286#0000000F00000000
(1754487133.5053875) can0 0x290#0000005500000000
(1754487133.5197682) can0 0x43#000000BE85000000
(1754487133.5199754) can0 0x98#0000000000000000
(1754487133.5202265) can0 0xa2#0000000000000000
(1754487133.5337045) can0 0x43#000000C47F000000
(1754487133.5339072) can0 0x98#0000000000000000
(1754487133.5341604) can0 0xa2#0000000000000000
(1754487133.5489216) can0 0x43#000000C979000000
(1754487133.5491247) can0 0x98#0000000000000000
(1754487133.5493813) can0 0xa2#0000000000000000
(1754487133.5638268) can0 0x43#000000D073000000
(1754487133.5640266) can0 0xa2#0000000000000000
(1754487133.5642924) can0 0x98#0000000000000000
(1754487133.5789232) can0 0x98#0000000000000000
(1754487133.5791464) can0 0x43#000000DE6D000000
(1754487133.5793839) can0 0xa2#0000000000000000
(1754487133.5940022) can0 0xa2#0000000000000000
(1754487133.594214) can0 0x43#000000F667000000
(1754487133.59447) can0 0x98#0000000000000000
(1754487133.6119568) can0 0x43#000000B861000000
(1754487133.612159) can0 0x98#0000000000000000
(1754487133.6124115) can0 0xa2#0000000000000000
(1754487133.6126573) can0 0x286#0000000F00000000
(1754487133.6129017) can0 0x290#0000005500000000
(1754487133.625611) can0 0x43#000000EE5B000000
(1754487133.6257946) can0 0x98#0000000000000000
(1754487133.6260445) can0 0xa2#0000000000000000
(1754487133.6419797) can0 0x43#0000003956000000
(1754487133.642188) can0 0x98#0000000000000000
(1754487133.6424475) can0 0xa2#0000000000000000
(1754487133.6560953) can0 0x43#0000003B50000000
(1754487133.6563044) can0 0x98#0000000000000000
(1754487133.6566138) can0 0xa2#0000000000000000
(1754487133.6711912) can0 0x43#000000B94A000000
(1754487133.6714056) can0 0x98#0000000000000000
(1754487133.671658) can0 0xa2#0000000000000000
(1754487133.6868052) can0 0x98#0000000000000000
(1754487133.6870036) can0 0x43#0000005445000000
(1754487133.6872542) can0 0xa2#0000000000000000
(1754487133.7046213) can0 0x98#0000000000000000
(1754487133.7047343) can0 0x43#000000B83F000000
(1754487133.7050328) can0 0xa2#0000000000000000
(1754487133.7168248) can0 0x43#0000009A3A000000
(1754487133.7170424) can0 0x98#0000000000000000
(1754487133.7172937) can0 0xa2#0000000000000000
(1754487133.7175665) can0 0x286#0000000F00000000
(1754487133.7178085) can0 0x290#0000005500000000
(1754487133.7317502) can0 0x43#000000A435000000
(1754487133.7319613) can0 0x98#0000000000000000
(1754487133.7322268) can0 0xa2#0000000000000000
(1754487133.7468727) can0 0x43#000000D730000000
(1754487133.7471035) can0 0x98#0000000000000000
(1754487133.747344) can0 0xa2#0000000000000000
(1754487133.7622724) can0 0x43#000000E92B000000
(1754487133.7624881) can0 0x98#0000000000000000
(1754487133.7627459) can0 0xa2#0000000000000000
(1754487133.7777457) can0 0x98#0000000000000000
(1754487133.7780402) can0 0x43#0000007A27000000
(1754487133.7790003) can0 0xa2#0000000000000000
(1754487133.7929351) can0 0xa2#0000000000000000
(1754487133.7931192) can0 0x43#0000003E23000000
(1754487133.7933729) can0 0x98#0000000000000000
(1754487133.8081625) can0 0xa2#0000000000000000
(1754487133.8083167) can0 0x43#000000351F000000
(1754487133.8086522) can0 0x98#0000000000000000
(1754487133.8249936) can0 0x43#000000241B000000
(1754487133.8252027) can0 0x98#0000000000000000
(1754487133.8254704) can0 0xa2#0000000000000000
(1754487133.8256936) can0 0x286#0000000F00000000
(1754487133.825947) can0 0x290#0000005500000000
(1754487133.842383) can0 0x43#0000008E17000000
(1754487133.8425999) can0 0x98#0000000000000000
(1754487133.8428614) can0 0xa2#0000000000000000
(1754487133.8540378) can0 0x98#0000000000000000
(1754487133.8542488) can0 0x43#0000003314000000
(1754487133.8544998) can0 0xa2#0000000000000000
(1754487133.868902) can0 0x98#0000000000000000
(1754487133.8691149) can0 0x43#0000001511000000
(1754487133.869362) can0 0xa2#0000000000000000
(1754487133.88432) can0 0x43#000000060E000000
(1754487133.8845997) can0 0x98#0000000000000000
(1754487133.8847923) can0 0xa2#0000000000000000
(1754487133.90041) can0 0x43#000000410B000000
(1754487133.9006195) can0 0x98#0000000000000000
(1754487133.9008744) can0 0xa2#0000000000000000
(1754487133.9155831) can0 0x43#000000EB08000000
(1754487133.915797) can0 0x98#0000000000000000
(1754487133.9160464) can0 0xa2#0000000000000000
(1754487133.931868) can0 0x43#000000D906000000
(1754487133.9320648) can0 0x98#0000000000000000
(1754487133.9323094) can0 0xa2#0000000000000000
(1754487133.9326003) can0 0x286#0000000F00000000
(1754487133.9328177) can0 0x290#0000005500000000
(1754487133.9462512) can0 0x43#000000EF04000000
(1754487133.9464762) can0 0x98#0000000000000000
(1754487133.9467204) can0 0xa2#0000000000000000
(1754487133.9630623) can0 0x43#0000005303000000
(1754487133.9632764) can0 0x98#0000000000000000
(1754487133.9635217) can0 0xa2#0000000000000000
(1754487133.9781141) can0 0x43#0000001A02000000
(1754487133.9783175) can0 0x98#0000000000000000
(1754487133.979346) can0 0xa2#0000000000000000
(1754487133.9938014) can0 0x98#0000000000000000
(1754487133.9940102) can0 0x43#0000001B01000000
(1754487133.994261) can0 0xa2#0000000000000000
(1754487134.0090728) can0 0x43#0000007500000000
(1754487134.0093114) can0 0x98#0000000000000000
(1754487134.009533) can0 0xa2#0000000000000000
